A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,Y
2,2,0,3,1,2.8284,5,9,2.8284,7,14,4.9497,9,8,0.70711,9,8,0.70711,4,2,1.4142,2,2,0,11.143,3.9796,4.5,11.386,9.9508,21.246,10.32,24.88,26.432,20.58,26.432,20.58,28.792,11.417,20.81,3.619,V5
11,14,2.1213,7,11,2.8284,1,13,8.4853,1,13,8.4853,12,12,0,12,12,0,13,0,9.1924,7,8,0.70711,10.627,3.7843,12.857,14.286,12.473,20.892,13.696,22.891,28,21.167,28,21.167,25.714,12.829,19.033,7.6,V6
10,11,0.70711,7,9,1.4142,0,4,2.8284,0,4,2.8284,7,7,0,7,7,0,0,0,0,1,8,4.9497,11.642,5.1194,5.5077,11.538,10.828,18.922,14.143,20.952,29.222,28.444,29.222,28.444,0,0,16.333,7.5,V7
11,8,2.1213,11,9,1.4142,1,2,0.70711,2,5,2.1213,0,0,0,0,0,0,9,2,4.9497,4,5,0.70711,10.773,5.1959,6.875,9.325,11.204,22.041,11.651,26.047,0,0,0,0,27.196,10.043,19.949,6.5763,V8
10,10,0,14,9,3.5355,15,1,9.8995,13,16,2.1213,6,4,1.4142,6,4,1.4142,15,0,10.607,11,14,2.1213,12.059,11.647,6.902,10.353,9.8,16.4,6.5714,26.429,24.289,17.867,24.289,17.867,25.4,13.086,22.354,5.6042,V9
4,4,0,6,4,1.4142,0,3,2.1213,7,3,2.8284,3,3,0,3,3,0,4,4,0,12,3,6.364,11.647,5.2745,4.9437,11.676,7.5,21.265,10.286,29.411,27.256,20.791,27.256,20.791,29.468,10.362,21.563,3.5,V0
6,6,0,11,15,2.8284,0,13,9.1924,1,13,8.4853,8,8,0,8,8,0,14,3,7.7782,3,3,0,3.6154,2.7692,5.6622,9.2703,13.583,22.417,14.767,24.721,25.796,19.51,25.796,19.51,25.643,13.086,20.5,11.5,V1
13,15,1.4142,15,11,2.8284,7,9,1.4142,9,9,0,16,7,6.364,16,7,6.364,14,4,7.0711,12,12,0,5.7727,3,3.1129,10.274,9.5783,20.253,12.733,21.444,28.548,21.411,28.548,21.411,26.079,11.737,22.585,7.4151,V2
6,5,0.70711,0,0,0,0,3,2.1213,4,3,0.70711,6,7,0.70711,6,7,0.70711,3,1,1.4142,2,3,0.70711,13.478,2.7826,0,0,10.957,25.826,10.039,29.431,29.078,22.125,29.078,22.125,25.324,13.059,19.176,6.8529,V3
10,3,4.9497,3,2,3.5355,4,11,4.9497,10,15,3.5355,1,2,0.70711,1,2,0.70711,15,11,2.8284,12,14,1.4142,11.263,4.614,3.7692,10.974,9.9048,21.048,10.133,26.583,23.333,16.556,23.333,16.556,26.582,11.297,21.859,6.4118,V4
10,10,0,12,1,7.7782,2,14,8.4853,9,16,4.9497,9,7,1.4142,9,7,1.4142,15,11,2.8284,13,13,0,11.313,4.8125,5.4,11.667,10.185,19.815,9.6667,26.25,24.633,18.878,24.633,18.878,27.152,10.636,21.536,6.0238,V5
9,4,3.5355,0,0,0,7,7,0,9,7,1.4142,10,9,0.70711,10,9,0.70711,5,7,1.4142,9,2,4.9497,10.298,2.6316,0,0,10.554,20.732,12.29,21.29,26.144,20.889,26.144,20.889,29.278,10.685,21.207,3.7414,V6
10,8,1.4142,12,5,4.9497,1,4,2.1213,7,5,1.4142,6,3,2.1213,6,3,2.1213,0,0,0,0,0,0,9.7963,5.3519,4.5641,10.667,11.321,23.302,10.854,27.5,28.622,22.689,28.622,22.689,0,0,0,0,V7
14,8,4.2426,15,13,1.4142,0,3,2.1213,0,3,2.1213,2,2,0,2,2,0,15,9,4.2426,12,13,0.70711,10.421,4.1711,3.4348,5.4348,16,17.5,16,17.5,17.333,16.667,17.333,16.667,27.372,8.3953,20.324,6.1712,V8
3,3,0,12,5,4.9497,1,11,7.0711,3,12,6.364,2,2,0,2,2,0,7,15,5.6569,0,7,4.9497,14,8.8788,5.68,13.68,11.083,22.167,12.438,26.375,23.84,19.16,23.84,19.16,28.379,9.6207,16,6.5,V9
5,5,0,5,4,0.70711,0,5,3.5355,5,5,0,2,2,0,2,2,0,4,8,2.8284,12,6,4.2426,12.169,6.5424,5.6389,12.222,8.3692,22.215,11.078,28.547,28.16,20.64,28.16,20.64,29.839,10.143,21.487,3.8684,V0
4,4,0,10,14,2.8284,0,5,3.5355,0,5,3.5355,5,10,3.5355,5,10,3.5355,9,4,3.5355,0,0,0,2.8571,2.5714,5.3429,9.3,12.148,20.981,13.903,23.355,27.702,20.667,27.702,20.667,27.333,12.203,0,0,V1
13,12,0.70711,12,10,1.4142,6,6,0,6,6,0,15,15,0,15,15,0,3,0,2.1213,3,6,2.1213,9.4872,6.4359,4.4722,10.847,8.9063,18.641,13.529,19.294,24.591,22.909,24.591,22.909,18.571,15.429,17.333,12.476,V2
2,2,0,3,1,1.4142,1,2,0.70711,1,2,0.70711,1,1,0,1,1,0,2,1,0.70711,1,1,0,8.6857,1.9143,2.4348,5.6522,11.395,23.465,11.596,25.809,29.941,21.735,29.941,21.735,28.679,11.821,20.455,4.2727,V3
12,8,2.8284,6,4,1.4142,4,9,3.5355,1,9,5.6569,5,5,0,5,5,0,14,8,4.2426,13,12,0.70711,11.21,6.4321,5.6061,11.576,7.3846,18.985,8.5263,27.737,24.3,18.1,24.3,18.1,27.907,10.944,20.849,7.5342,V4
2,2,0,5,2,2.1213,5,10,3.5355,6,15,6.364,11,11,0,11,11,0,4,2,1.4142,2,2,0,10.64,3.58,3.3818,10.509,9.9518,21.012,11.321,24.704,28.343,21.657,28.343,21.657,28.942,11.115,21.622,2.9333,V5
10,15,3.5355,1,1,0,12,4,5.6569,3,3,0,15,9,4.2426,15,9,4.2426,15,4,7.7782,11,12,0.70711,11.574,4.4444,8.7593,14.407,8.3333,17.571,15,17.571,26.694,20.269,26.694,20.269,26.702,12.548,20.425,5.5205,V6
6,6,0,9,5,2.8284,6,8,1.4142,12,11,0.70711,14,11,2.1213,14,11,2.1213,0,0,0,0,0,0,6.3871,4.1935,4.1875,9.9375,11.311,21.492,10.843,24,26,22.653,26,22.653,0,0,0,0,V7
15,11,2.8284,15,15,0,0,16,11.314,1,16,10.607,1,1,0,1,1,0,15,7,5.6569,10,11,0.70711,10.476,5.127,5.7273,6.2727,15.382,23.853,15.081,24.676,16.667,16.333,16.667,16.333,27.037,10.611,19.4,7.9636,V8
0,0,0,0,0,0,0,3,2.1213,6,3,2.1213,7,8,0.70711,7,8,0.70711,1,1,0,7,12,3.5355,0,0,0,0,13.273,28.364,10.814,29.977,26.7,20.62,26.7,20.62,20.9,14.3,22.14,5.76,V9
5,5,0,8,6,1.4142,0,7,4.9497,6,7,0.70711,4,4,0,4,4,0,6,1,3.5355,11,5,4.2426,11.904,6.137,5.9495,12,9.3883,21.99,11.333,27.701,27.194,20.015,27.194,20.015,28.41,11.23,20.633,5,V0
4,4,0,9,10,0.70711,1,4,2.1213,1,4,2.1213,6,8,1.4142,6,8,1.4142,12,12,0,9,9,0,5.25,5.25,4.5618,10.157,11.587,22.508,13.325,25.025,24.621,19.724,24.621,19.724,27.547,10.427,24.745,4.8298,V1
14,5,6.364,12,13,0.70711,10,6,2.8284,6,6,0,16,11,3.5355,16,11,3.5355,8,0,5.6569,5,11,4.2426,9.8387,6.1935,3.6825,9.5238,9.28,18.947,13.667,19.524,27.025,22.538,27.025,22.538,21.13,14.696,18.222,9.2963,V2
1,1,0,3,1,1.4142,1,14,9.1924,3,14,7.7782,11,10,0.70711,11,10,0.70711,2,1,0.70711,1,1,0,9.0588,2.1765,2.7333,4.9333,12.136,22.152,12.328,24.672,28.775,21.1,28.775,21.1,29.074,11.222,21.083,3.0417,V3
11,9,1.4142,9,1,5.6569,7,9,1.4142,9,16,4.9497,10,10,0,10,10,0,15,6,6.364,12,13,0.70711,11.493,8,6.9492,12.305,9.1667,19.091,9.931,24.862,26.172,21.155,26.172,21.155,29.949,10.359,21.122,6.9634,V4
12,13,0.70711,9,8,0.70711,6,10,2.8284,11,16,3.5355,10,10,0,10,10,0,15,0,10.607,9,9,0,10.468,4.4286,5.2588,11.047,9.2316,19.347,9.1268,25.338,25.766,19.809,25.766,19.809,25.967,12.733,19.444,6.463,V5
2,2,0,5,8,2.1213,0,3,2.1213,0,3,2.1213,2,11,6.364,2,11,6.364,4,0,2.8284,2,2,0,12.127,4.7091,10.3,12.5,10.384,21.404,12.83,24.755,29.63,21.519,29.63,21.519,27.225,12.4,19.696,4.7174,V6
5,3,1.4142,6,9,2.1213,8,2,4.2426,10,10,0,2,2,0,2,2,0,0,0,0,0,0,0,5.9412,3.2941,3.6452,9.9677,9.7692,21.359,10,25.444,26.594,21.438,26.594,21.438,0,0,0,0,V7
12,7,3.5355,15,11,2.8284,0,15,10.607,0,15,10.607,6,4,1.4142,6,4,1.4142,15,8,4.9497,14,14,0,12.745,8.5455,5.2308,8.4103,15.941,23.059,16,23.5,22.81,17.857,22.81,17.857,28.708,10.25,20.305,6.1864,V8
0,0,0,0,0,0,0,1,0.70711,4,1,2.1213,9,10,0.70711,9,10,0.70711,11,12,0.70711,11,12,0.70711,0,0,0,0,13.2,29,10.063,29.969,24.844,21.688,24.844,21.688,23.583,9.9167,22.214,5.8036,V9
6,6,0,9,5,2.8284,1,3,1.4142,3,4,0.70711,1,1,0,1,1,0,3,3,0,9,2,4.9497,10.822,6.7778,5.4634,11.561,10.429,23.81,11.429,29.048,28.763,20.632,28.763,20.632,28.6,11.511,20.028,7.4444,V0
15,15,0,15,15,0,1,15,9.8995,2,15,9.1924,11,11,0,11,11,0,15,2,9.1924,9,9,0,7.0833,5.875,3.8533,9.2267,10.043,22.536,12.436,26,26.571,20.304,26.571,20.304,25.787,12.639,19.476,10.595,V1
13,14,0.70711,12,14,1.4142,7,8,0.70711,7,7,0,14,15,0.70711,14,15,0.70711,3,0,2.1213,2,2,0,11.818,7.4545,3.5476,9.7381,9.3478,19.848,11.556,21.222,24.667,22.843,24.667,22.843,19.25,15.375,16.76,10.24,V2
1,2,0.70711,2,1,0.70711,0,14,9.8995,0,14,9.8995,8,8,0,8,8,0,2,5,2.1213,1,1,0,8.6563,1.5938,1.6154,4.3846,14.362,23.069,14.509,23.566,27.909,21.091,27.909,21.091,30.625,11.292,19.5,1.75,V3
10,10,0,1,2,2.1213,4,12,5.6569,12,16,2.8284,6,6,0,6,6,0,15,11,2.8284,14,14,0,12.139,7.3861,8.1566,12.59,10.93,20.605,10.29,25.626,23.348,18.29,23.348,18.29,26.569,11.224,21.311,7.5222,V4
2,2,0,3,3,0,2,6,2.8284,7,8,0.70711,4,4,0,4,4,0,3,7,2.8284,12,2,7.0711,12,5.2143,5.1667,11.792,9.7077,23.446,11.586,27.4,27.565,21.022,27.565,21.022,30.385,10.436,21.604,2.7708,V5
2,2,0,3,1,1.4142,1,14,9.1924,1,14,9.1924,12,11,0.70711,12,11,0.70711,14,1,9.1924,9,10,0.70711,15.667,9.0833,8.1818,15.068,11.938,21.313,14.667,23.929,27.458,20.542,27.458,20.542,26.903,12.097,19.5,5.119,V6
9,8,0.70711,10,5,3.5355,4,8,2.8284,4,9,3.5355,12,10,1.4142,12,10,1.4142,0,0,0,0,0,0,9.2833,5.8167,5.3134,11.269,10.172,21.552,12.052,24.61,26.609,22.31,26.609,22.31,0,0,0,0,V7
15,12,2.1213,15,15,0,2,14,8.4853,3,16,9.1924,3,3,0,3,3,0,15,9,4.2426,13,14,0.70711,11.745,5.734,8.3684,9.2632,14,22.797,13.915,24.203,20.897,17.379,20.897,17.379,28.167,8.9444,20.656,4.8281,V8
1,1,0,0,0,0,2,2,0,8,4,2.8284,6,7,0.70711,6,7,0.70711,15,4,7.7782,7,13,4.2426,15.444,8.7222,0,0,14.889,29.111,9.6111,30.056,23.63,19.074,23.63,19.074,25.357,14.214,19.579,5.9737,V9
8,9,0.70711,10,7,2.1213,1,3,1.4142,1,3,1.4142,2,2,0,2,2,0,4,2,1.4142,9,3,4.2426,10.759,6.931,5.5321,11.339,8.4462,21.769,11.465,27.512,29.271,21.661,29.271,21.661,27.02,12.32,19.604,7.5417,V0
1,1,0,7,12,3.5355,0,2,1.4142,0,2,1.4142,3,3,0,3,3,0,11,2,6.364,0,0,0,4.2222,2.1111,3.2745,9.902,11.061,18.727,14.308,20.231,25.056,18.722,25.056,18.722,27,14.243,0,0,V1
3,3,0,5,15,7.0711,6,2,2.8284,4,2,1.4142,15,15,0,15,15,0,5,5,0,3,5,1.4142,3.4615,2,2.5818,9.3091,9.8974,18.205,14.417,19.167,24.54,22.222,24.54,22.222,19.941,14.529,18.897,9.8276,V2
2,2,0,2,0,1.4142,1,3,1.4142,1,3,1.4142,1,1,0,1,1,0,2,3,0.70711,11,3,5.6569,11.167,3.7667,2.5,10.036,11.206,23.971,12.5,25.411,28.971,21.294,28.971,21.294,29.97,10.788,21.133,3.3,V3
10,12,1.4142,10,7,2.1213,7,9,1.4142,14,16,1.4142,13,13,0,13,13,0,15,1,9.8995,9,9,0,12.103,6.8736,6.0976,12.427,7.9634,19.354,7.3548,27.113,27.648,21.451,27.648,21.451,26.907,12.167,19.018,9.6964,V4
12,13,0.70711,15,9,4.2426,1,15,9.8995,5,16,7.7782,15,6,6.364,15,6,6.364,13,1,8.4853,9,9,0,10.102,3.322,3.434,9.8491,11.087,22.406,12.697,25.421,26.019,18.13,26.019,18.13,24.258,13.5,19.733,6.1333,V5
1,1,0,14,0,9.8995,0,13,9.1924,0,13,9.1924,6,6,0,6,6,0,3,2,0.70711,2,1,0.70711,15.2,1.4,4,16,10.235,21.321,14.439,25.463,28.018,21.14,28.018,21.14,28.643,11.952,20.871,3.871,V6
9,6,2.1213,12,3,6.364,4,7,2.1213,6,11,3.5355,4,4,0,4,4,0,0,0,0,0,0,0,9.375,5.3929,5.375,10.643,10.488,21.55,11.734,24.969,26.413,21.435,26.413,21.435,0,0,0,0,V7
14,13,0.70711,15,14,0.70711,0,16,11.314,2,16,9.8995,7,7,0,7,7,0,6,9,2.1213,11,12,0.70711,11.165,7.5385,6.8542,8.4583,14.581,23.29,14.633,24.483,24.85,19.467,24.85,19.467,29.42,10.42,20.446,6.2154,V8
4,4,0,9,14,3.5355,1,2,0.70711,1,2,0.70711,10,11,0.70711,10,11,0.70711,14,2,8.4853,4,4,0,3,2.625,6.0769,9.5385,12.209,22.86,13.464,25.429,26.553,20.053,26.553,20.053,24.705,14.023,19.778,11.778,V9
5,5,0,8,7,0.70711,0,4,2.8284,0,4,2.8284,2,2,0,2,2,0,3,5,1.4142,3,3,0,10.471,4.3857,4.4487,10.885,9,21.722,11.975,27.375,29.159,21.341,29.159,21.341,29.6,10.8,21.391,3.4688,V0
2,3,0.70711,4,12,5.6569,3,2,0.70711,3,2,0.70711,6,8,1.4142,6,8,1.4142,14,3,7.7782,0,0,0,3.8462,2.0769,2.34,9.36,8.6731,22.096,12.375,25.167,25.435,19.217,25.435,19.217,25.696,13.674,0,0,V1
0,2,1.4142,14,10,2.8284,7,9,1.4142,10,10,0,16,16,0,16,16,0,1,6,3.5355,8,15,4.9497,16,15,3.8148,10.815,9.3889,19.806,10.87,21.783,25.647,23.088,25.647,23.088,22.538,13.231,20.523,8.2273,V2
11,12,0.70711,14,7,4.9497,1,14,9.1924,1,14,9.1924,14,13,0.70711,14,13,0.70711,14,1,9.1924,10,12,1.4142,10.865,3.4595,3.5172,9.9655,12.526,22.474,13.143,23.306,26.526,20.982,26.526,20.982,26.879,12.121,21.389,3.3056,V3
9,4,3.5355,3,3,0,5,8,2.1213,11,13,1.4142,13,11,1.4142,13,11,1.4142,12,0,8.4853,1,3,1.4142,12.218,4.6364,4.4865,12.595,8.34,20.24,9.8261,26.696,26.61,21.013,26.61,21.013,23.182,15.091,17.208,9.25,V4
12,13,0.70711,5,8,2.1213,9,7,1.4142,7,16,6.364,9,9,0,9,9,0,15,3,8.4853,10,11,0.70711,10.561,4.7879,5.8736,11.736,7.7286,18.257,8.6923,27.231,25.873,20.07,25.873,20.07,27.25,12.192,20.25,5.4423,V5
9,14,3.5355,2,1,2.1213,0,13,9.1924,0,13,9.1924,13,13,0,13,13,0,13,3,7.0711,9,9,0,12.065,3.8261,14.6,15.8,11.473,20.27,14.656,21.438,27.145,21.4,27.145,21.4,25.738,12.69,19.766,6.2128,V6
10,7,2.1213,13,2,7.7782,2,5,2.1213,8,7,0.70711,4,4,0,4,4,0,0,0,0,0,0,0,9.7879,5.6818,5.0678,10.898,11.429,22.757,10.865,26.969,28.205,24.333,28.205,24.333,0,0,0,0,V7
15,14,0.70711,13,15,1.4142,1,15,9.8995,2,16,9.8995,3,3,0,3,3,0,15,9,4.2426,12,12,0,10.71,6,7.1818,8.5455,14.655,22.945,14.736,24.566,21.429,17.171,21.429,17.171,27.247,10.849,20.603,6.2603,V8
3,3,0,7,10,2.1213,0,13,9.1924,0,13,9.1924,11,11,0,11,11,0,14,1,9.1924,5,14,6.364,14.95,9.525,5.2391,12.565,11.295,21.372,13.522,23.543,25.667,19.333,25.667,19.333,26.528,12.125,17.984,6.4754,V9
2,2,0,6,2,2.8284,1,3,1.4142,1,3,1.4142,2,2,0,2,2,0,3,2,0.70711,3,3,0,11.383,4,5.1356,12.475,8.7258,22.468,11.545,27.273,29.043,21.109,29.043,21.109,29,11,21.509,3.4737,V0
9,9,0,12,11,0.70711,0,7,4.9497,0,7,4.9497,2,2,0,2,2,0,5,8,2.1213,5,5,0,7.3,6.0667,6.6329,9.5443,13.479,20.563,14.406,22.125,28.776,21.103,28.776,21.103,28.54,10.632,25.303,3.7576,V1
2,2,0,4,3,0.70711,7,2,3.5355,4,2,1.4142,14,13,0.70711,14,13,0.70711,14,15,0.70711,1,1,0,4.2,3.8,2.6341,9,9.5161,18.419,14.2,19,26.825,21.15,26.825,21.15,27.475,10.328,30.5,1.5,V2
1,1,0,10,3,4.9497,0,14,9.8995,13,14,0.70711,0,0,0,0,0,0,1,2,0.70711,1,1,0,11.606,3.7879,5.3793,12.069,11.957,21.609,12.449,24.327,29.667,21.037,29.667,21.037,28.458,11.5,20.788,3.3333,V3
12,8,2.8284,9,8,0.70711,8,8,0,15,16,0.70711,9,8,0.70711,9,8,0.70711,15,1,9.8995,8,8,0,11.471,6.2471,5.0952,11.286,9.1455,18.836,6.5556,26.111,25.024,19.388,25.024,19.388,25.164,13.027,18.943,10.038,V4
11,12,0.70711,11,7,2.8284,4,12,5.6569,10,16,4.2426,9,9,0,9,9,0,15,0,10.607,9,11,1.4142,11.079,4.5658,4.803,10.894,10.432,20.663,10.221,25.189,25.447,19.434,25.447,19.434,26.093,12.704,19.924,6.0606,V5
1,1,0,4,4,0,0,1,0.70711,0,1,0.70711,1,1,0,1,1,0,3,0,2.1213,1,1,0,9.3103,1.8621,2.5556,5.1111,9.9688,19.094,14.1,20.5,29.561,21.122,29.561,21.122,29.032,11.452,20.931,3.5862,V6
10,10,0,14,4,7.0711,0,5,3.5355,0,5,3.5355,4,4,0,4,4,0,0,0,0,0,0,0,10.627,6.1695,4.98,11.28,12.277,23.077,12.012,26.21,29.846,29,29.846,29,0,0,0,0,V7
5,5,0,6,5,0.70711,0,1,0.70711,0,1,0.70711,6,6,0,6,6,0,14,12,1.4142,14,4,7.0711,10.133,3.9467,3.1538,5.0769,16,29.5,16,29.5,23.356,18.763,23.356,18.763,28.903,10,22.315,3.1233,V8
2,2,0,11,15,2.8284,0,3,2.1213,0,3,2.1213,10,8,1.4142,10,8,1.4142,11,5,4.2426,3,6,2.1213,2,2,5.82,9.1,13.458,19.042,14.714,20.357,27.508,20.308,27.508,20.308,27.813,13.292,22.182,6.9545,V9
8,7,0.70711,8,5,2.1213,0,4,2.8284,6,4,1.4142,1,1,0,1,1,0,4,6,1.4142,11,5,4.2426,11.096,6.6346,5.6477,12.045,8.275,21.3,10.788,28.303,29.289,20.6,29.289,20.6,29.179,11,20.76,5.46,V0
12,12,0,7,6,0.70711,0,10,7.0711,0,10,7.0711,13,9,2.8284,13,9,2.8284,11,3,5.6569,12,13,0.70711,9.4627,6.6567,6.3902,11.561,9.942,18.754,15.115,20.654,26.784,20.83,26.784,20.83,27.448,10.94,23.691,5.1273,V1
1,1,0,6,11,3.5355,3,1,1.4142,0,0,0,6,14,5.6569,6,14,5.6569,5,13,5.6569,14,12,1.4142,14.889,12.778,5.1321,11.491,8.5,16.25,0,0,27.2,22.467,27.2,22.467,27.811,10.135,22.918,6.2449,V2
1,1,0,1,1,1.4142,1,8,4.9497,1,8,4.9497,1,1,0,1,1,0,1,2,0.70711,4,0,2.8284,9.6667,1.963,2.2857,4.4286,13.825,25.45,13.825,25.45,29.972,22,29.972,22,29.13,10.652,21.767,2.9333,V3
10,8,1.4142,13,3,7.0711,6,9,2.1213,11,14,2.1213,7,5,1.4142,7,5,1.4142,14,4,7.0711,13,13,0,12.327,9.5714,5.4583,11.5,9.2895,19.474,7.3617,26.702,25.212,18.115,25.212,18.115,26.404,12.213,21.317,6.1951,V4
2,2,0,1,1,0,1,13,8.4853,10,14,2.8284,10,7,2.1213,10,7,2.1213,13,11,1.4142,13,2,7.7782,11.813,5.6563,5.3143,12.086,10.962,22.788,10.407,27.198,24.578,19.906,24.578,19.906,29.528,9.9722,22.475,2.2,V5
0,0,0,0,0,0,0,10,7.0711,1,10,6.364,3,3,0,3,3,0,4,0,2.8284,2,1,0.70711,0,0,0,0,11.381,23.881,13.206,25.324,28.984,21.459,28.984,21.459,27.05,12.3,21.958,4.3333,V6
3,3,0,1,1,0,2,11,6.364,7,13,4.2426,12,13,0.70711,12,13,0.70711,3,3,0,3,9,4.2426,11.472,4.7547,5.551,11.714,10.922,23.338,11.305,26.821,26.24,23.74,26.24,23.74,19,15,17.957,8.413,V7
15,11,2.8284,14,15,0.70711,1,15,9.8995,2,16,9.8995,7,4,2.1213,7,4,2.1213,15,6,6.364,10,11,0.70711,10.6,6.3882,6.125,7.5625,14.292,22.271,14.364,23.455,23.804,17.608,23.804,17.608,27.047,12.078,19.493,7.9296,V8
0,6,4.2426,5,2,2.1213,0,4,2.8284,0,4,2.8284,10,11,0.70711,10,11,0.70711,9,9,0,11,12,0.70711,16,12.5,4.5,14.441,9.6212,20.227,13.815,23.481,25.37,21.644,25.37,21.644,22.409,11.636,20.925,6.825,V9
2,2,0,3,1,1.4142,0,2,1.4142,3,2,0.70711,1,1,0,1,1,0,2,4,1.4142,2,2,0,10.439,3.439,3.1333,10.4,7.381,22.381,10.711,29.395,29.333,21.278,29.333,21.278,29.75,10.75,21.409,3.2273,V0
12,9,2.1213,6,7,0.70711,0,6,4.2426,0,6,4.2426,12,10,1.4142,12,10,1.4142,15,4,7.7782,12,12,0,10.577,6.9103,5.1286,11.8,10.773,17.364,15.7,18.7,26.096,20.807,26.096,20.807,26.785,11.585,22.308,7.1154,V1
0,0,0,6,7,0.70711,7,5,1.4142,7,5,1.4142,15,12,2.1213,15,12,2.1213,10,1,6.364,7,9,1.4142,4,4,4.2955,9.1364,10.625,20.896,12.75,22.036,27.574,22.66,27.574,22.66,24.3,12.5,22.842,6.1053,V2
3,3,0,3,3,0,0,3,2.1213,2,3,0.70711,1,1,0,1,1,0,4,5,0.70711,2,2,0,8.8958,2.2083,2.1667,2.5,10.767,22.395,11.133,27.978,28.119,20.167,28.119,20.167,29.375,11.604,21.139,4.1111,V3
11,11,0,10,4,4.2426,4,12,5.6569,10,16,4.2426,11,11,0,11,11,0,15,5,7.0711,9,10,0.70711,10.68,7.5067,6.9385,11.923,10.44,20.381,10.793,25.287,27.063,20.792,27.063,20.792,27.156,11.531,19.698,9.8868,V4
0,0,0,3,0,2.1213,4,10,4.2426,9,14,3.5355,9,8,0.70711,9,8,0.70711,3,8,3.5355,13,3,7.0711,12.609,5.6957,4.6471,12.412,10.881,21.833,10.38,25.761,25.25,20.589,25.25,20.589,30.452,9.6452,22.282,2.4872,V5
0,0,0,0,0,0,1,14,9.1924,5,15,7.0711,7,7,0,7,7,0,4,1,2.1213,2,2,0,0,0,0,0,11.266,20.891,13.886,26.25,27.517,20.397,27.517,20.397,28.614,11.636,24.043,3.913,V6
11,6,3.5355,10,7,2.1213,7,5,1.4142,9,5,2.8284,12,6,4.2426,12,6,4.2426,0,0,0,0,0,0,10.429,5.25,4.7442,10.814,10.491,20.982,12.176,22.853,27.382,23.182,27.382,23.182,0,0,0,0,V7
15,10,3.5355,15,15,0,1,15,9.8995,1,16,10.607,11,2,6.364,11,2,6.364,13,9,2.8284,11,11,0,11.189,6.027,8.069,9.3103,14.029,22.957,14.21,24.194,24.739,16.522,24.739,16.522,26.717,11.815,19.5,7.6364,V8
1,1,0,5,3,1.4142,0,4,2.8284,0,4,2.8284,12,12,0,12,12,0,15,0,10.607,10,13,2.1213,15.579,9.7895,4.2353,14.353,10.788,21,13.704,24.111,26.235,19.603,26.235,19.603,22.182,15.636,20.111,5.6825,V9
3,3,0,7,5,1.4142,0,5,3.5355,3,5,1.4142,3,3,0,3,3,0,3,2,0.70711,4,3,0.70711,11.966,4.8276,5.4756,12.146,8.7679,22.339,11.206,28.476,28.182,21.023,28.182,21.023,28.692,11.231,21.277,3.5538,V0
7,7,0,8,6,1.4142,1,6,3.5355,1,6,3.5355,11,13,1.4142,11,13,1.4142,12,0,8.4853,0,0,0,6.8537,4.6098,3.5325,9.3766,9.8889,22.344,12.667,24.882,26.558,20.658,26.558,20.658,23.471,14.941,0,0,V1
14,14,0,10,15,3.5355,5,1,2.8284,0,0,0,5,14,6.364,5,14,6.364,1,0,0.70711,11,11,0,7.6538,6.4615,6.493,9.9296,10.7,16.3,0,0,28.769,23.564,28.769,23.564,25.719,11.125,21.182,9.3409,V2
2,3,0.70711,3,2,0.70711,0,2,1.4142,5,2,2.1213,1,1,0,1,1,0,3,6,2.1213,1,1,0,9,2.3704,2.375,4.1875,11.48,22.04,11.194,26.274,28.821,20.821,28.821,20.821,29.909,10.977,21.676,2.8529,V3
13,12,0.70711,15,11,2.8284,6,10,2.8284,12,16,2.8284,8,8,0,8,8,0,15,7,5.6569,13,14,0.70711,10.448,7.1494,4.3881,10.328,9.8393,19.661,9,25.238,24.786,19.512,24.786,19.512,27.435,10.638,21.59,7.9103,V4
3,3,0,4,1,2.1213,0,11,7.7782,0,11,7.7782,2,2,0,2,2,0,2,1,0.70711,3,1,1.4142,9.8958,3.125,3.1356,9.9153,9.4605,20.947,12.488,22.707,29.771,21.854,29.771,21.854,28.057,11.571,20.929,3.5,V5
10,3,4.9497,14,0,9.8995,0,15,10.607,4,15,7.7782,11,10,0.70711,11,10,0.70711,4,2,1.4142,3,2,0.70711,11.955,2,7.5,16,11.011,21.045,13.651,26.635,27.638,20.5,27.638,20.5,26.75,12.611,20.065,5.6774,V6
10,8,1.4142,14,5,6.364,0,5,3.5355,3,5,1.4142,4,4,0,4,4,0,0,0,0,0,10,7.0711,12,6.0241,5.2045,10.773,11.746,23.09,11.344,26.811,29.233,26.033,29.233,26.033,0,0,16,8,V7
15,11,2.8284,14,14,0,0,15,10.607,1,15,9.8995,1,2,0.70711,1,2,0.70711,9,9,0,12,10,1.4142,11.042,5.4874,6.1667,8.2619,13.907,22.023,14.194,24.222,25.706,16.824,25.706,16.824,27.241,11.184,20.491,5.7593,V8
11,4,4.9497,15,2,9.1924,0,11,7.7782,0,11,7.7782,10,9,0.70711,10,9,0.70711,15,4,7.7782,13,14,0.70711,11.816,6.2449,3.7407,10.519,11.765,20.118,16,21.5,26.556,19.389,26.556,19.389,26.65,13.1,22.912,6.1579,V9
